0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
-0.05,-0.03,0.07,-0.2,0.38,-0.02,-0.07,-0.39,0.1,0.15,0.96,0.12,-0.39,-0.22,0.06,0.18,-0.13,0.01,-0.03,0.38,0.41,-0.58,0.08,-0.35,0.53,-0.26,-0.46,0.23,0.13,0.01,-0.27,-0.11,0.21,0.2,0.11,-0.1,-0.09,-0.05,-0.35,0.12,-0.25,-0.25,-0.17,-0.05,-1.1,0.0,-0.01,-0.05,0.11,0.03,1.34,-0.09,0.21,0.29,-0.05,-0.2,0.34,0.02,0.23,0.0,0.16,0.02,0.1,0.23,-0.08,0.5,0.11,0.07,-0.22,0.19,0.07,-0.02,0.13,0.03,0.12,-6.17,0.8,-0.28,-0.46,0.51,0.65,1.07,0.3,-0.49,-0.08,0.21,0.22,-0.39,0.33,0.18,-0.09,-0.47,0.15,-0.57,0.52,-0.01,0.01,-0.32,0.46,1.05,0.67,0.25,0.38,0.34,0.18,-0.54,0.1,0.28,-0.14,-0.14,-0.22,0.37,0.34,-0.03,0.05,-0.01,-0.4,-0.19,-0.65,0.05,0.05,-0.16,0.35,-0.22,-0.7,0.08,0.1,-0.4,0.51
0.15,0.05,0.38,-0.07,0.05,0.12,0.0,0.18,0.08,0.35,-0.3,-0.12,0.04,-0.32,0.04,0.09,0.11,0.17,0.21,0.09,-0.33,-0.5,0.19,0.02,-0.05,0.69,0.19,0.12,0.24,-0.03,0.35,0.06,0.01,0.03,-0.22,0.37,0.13,-0.03,-0.39,0.0,-0.17,-1.2,-0.02,0.11,0.13,-0.01,0.05,0.0,0.29,-0.05,0.43,-0.07,0.21,0.1,0.11,-0.04,-0.39,-0.02,-0.44,-0.1,0.21,0.2,0.21,0.02,-0.03,-0.02,0.02,-0.07,-0.28,0.2,0.23,-0.1,0.37,0.12,0.06,-0.48,-0.1,-1.77,0.73,0.01,0.05,-0.41,-0.2,0.68,-0.17,0.02,0.07,-0.29,-0.02,-1.64,-0.29,0.11,0.08,0.2,0.31,0.11,-0.42,0.48,0.29,1.3,0.12,0.2,0.12,0.37,0.12,0.31,-0.22,0.25,0.0,0.47,0.27,-0.77,0.01,0.15,0.03,0.25,-0.05,0.25,-0.05,0.2,0.11,0.15,0.35,0.38,0.02,-0.01,0.04,-0.3,0.4
-0.07,-0.05,0.36,0.11,-0.07,0.15,0.12,-0.11,0.45,-0.05,-0.68,0.07,0.01,-0.31,0.17,0.03,0.25,-0.09,-0.03,-0.02,-0.06,0.6,-0.03,0.0,-0.95,-0.26,-0.05,-0.07,0.23,0.16,-0.2,0.0,-0.16,0.14,-0.08,0.13,0.04,0.15,-0.13,0.1,-0.15,0.07,0.08,0.06,0.6,0.05,0.05,0.02,0.06,-0.01,0.21,-0.06,0.06,-0.49,0.14,0.3,-0.12,0.17,0.25,-0.08,-0.1,0.23,0.16,0.0,0.31,-0.02,-0.05,-0.13,0.02,0.22,0.02,0.15,0.3,-0.03,0.27,1.71,0.2,0.04,2.2,0.61,-0.06,1.03,-0.04,-0.63,-0.33,-0.06,0.18,0.62,0.2,-0.59,0.02,-0.05,0.23,0.11,0.15,0.16,0.48,0.56,0.46,-0.45,-0.19,-0.23,-1.5,-0.21,-0.0,-0.13,0.35,-0.27,0.05,-0.12,-0.02,1.11,-0.02,0.12,0.02,0.0,0.03,-0.05,-0.18,0.18,-0.01,0.09,-0.65,0.23,0.09,-0.0,-0.03,-0.3,0.08
-0.13,0.04,0.18,-0.18,-0.45,-0.06,0.18,0.02,-0.09,-0.04,0.02,0.0,-0.36,0.17,-0.02,-0.09,0.03,0.11,-0.23,0.95,0.06,0.05,0.03,-0.15,0.01,-0.46,-0.55,0.26,0.12,0.31,-1.4,0.0,0.16,-0.52,-0.1,0.23,-0.09,-0.14,0.33,0.08,-0.11,0.25,0.06,-0.17,0.15,0.29,0.08,-0.01,0.15,-0.04,0.34,0.17,-0.03,0.23,0.18,-0.06,-0.1,0.1,0.19,-0.21,0.01,0.41,-0.02,0.35,0.25,-0.24,-0.05,0.05,-0.35,-0.04,0.42,0.08,0.0,0.09,0.03,-4.48,1.26,0.16,0.87,0.02,0.12,0.27,0.14,1.39,-0.05,0.4,0.2,0.55,0.08,0.04,0.18,0.34,0.1,0.46,0.0,0.35,0.25,-0.36,-0.13,-0.65,-0.16,0.33,-0.55,-0.09,-0.05,-0.71,-0.08,0.4,-0.13,-0.2,0.37,-0.46,-0.07,0.21,-0.02,0.02,0.16,-0.02,0.7,0.08,-0.03,0.01,-0.05,-0.11,-0.11,-0.02,0.01,-0.05,1.02
0.0,-0.02,-0.01,-0.11,-0.21,0.11,-0.04,-0.02,0.11,-0.11,-0.95,-0.03,-0.43,0.03,0.03,-0.06,-0.04,0.2,-0.07,0.26,-0.12,0.4,0.16,0.02,-0.26,-0.32,-0.15,0.2,0.05,0.08,-0.45,0.5,0.06,-0.14,0.02,0.25,0.07,0.14,0.1,0.02,-0.17,-0.14,-0.19,0.25,0.08,0.11,0.05,0.21,-0.11,0.05,0.39,0.27,0.13,0.02,-0.06,0.1,-0.38,-0.07,0.33,-0.24,-0.71,0.11,-0.33,0.19,0.14,0.43,0.14,0.23,0.13,0.11,0.28,-0.06,0.35,0.61,-0.14,-1.95,-0.05,0.8,-0.37,-0.1,0.13,1.49,0.11,0.4,0.22,0.43,0.75,-0.08,-0.1,0.38,0.19,0.62,0.14,0.03,0.2,0.04,0.08,-0.12,-0.6,1.07,0.25,-0.62,-0.2,0.06,-0.06,-0.07,-0.35,0.4,-0.15,0.04,-0.2,-1.35,0.22,-0.08,0.02,-0.01,0.06,0.2,-0.2,0.04,0.03,-0.05,0.02,-0.09,0.13,-0.05,0.12,-0.08,1.01
0.1,0.07,0.14,0.05,0.26,-0.05,-0.06,-0.27,-0.02,0.06,-0.65,0.06,-0.26,0.2,-0.1,-0.16,0.19,-0.03,0.14,-0.06,0.0,0.45,0.24,0.01,-0.16,-0.28,0.32,-0.04,0.15,0.02,-0.03,0.1,0.09,-0.91,0.03,1.54,0.61,0.08,0.12,0.02,0.02,-0.03,0.11,0.0,-0.83,-0.05,-0.02,-0.12,0.02,0.0,-1.26,0.48,-0.25,0.23,-0.1,0.05,0.04,-0.01,0.17,0.32,0.08,0.39,-0.22,-0.09,0.18,-0.47,0.13,0.02,0.41,0.25,0.3,0.23,-0.1,-0.44,0.32,-0.78,0.49,-0.13,-4.29,0.21,0.14,0.23,0.69,1.55,0.09,0.25,0.1,0.1,0.02,-0.1,-0.09,-0.1,0.2,-0.34,0.19,0.14,0.71,-0.22,0.78,0.24,0.46,-0.88,0.15,0.04,0.38,0.32,-0.47,0.08,-0.2,-0.01,0.03,-0.51,0.21,-0.12,0.06,0.45,-0.01,0.09,-0.02,-0.17,0.1,0.02,-0.07,0.01,-0.56,0.02,0.14,0.13,-0.16
0.0,-0.09,-0.38,0.36,-0.12,0.04,0.01,-0.01,-0.09,-0.11,0.0,0.1,-0.21,-0.29,0.25,0.09,0.26,-0.18,0.2,-0.2,0.03,-0.35,0.12,-0.15,0.16,0.16,-0.4,-0.0,-0.14,-0.05,0.08,0.3,-0.26,0.06,0.03,-1.62,-0.07,0.22,0.02,-0.05,-0.02,-0.0,-0.04,-0.2,-0.32,0.11,0.02,0.02,0.24,0.14,3.13,-0.2,0.62,0.09,0.11,0.15,0.09,-0.04,-0.48,0.13,-0.87,-0.15,-0.23,-0.25,-0.02,0.17,0.13,0.32,0.51,0.21,0.1,0.05,-0.36,0.17,0.23,0.07,-0.15,0.13,-0.09,-0.3,0.22,1.85,0.28,0.62,-0.06,-0.15,1.15,0.52,0.53,0.26,0.04,-0.4,0.22,0.09,0.47,-0.09,0.83,-0.4,0.87,0.39,-0.7,0.85,0.05,0.18,0.13,0.52,-0.12,-0.1,0.08,0.1,-0.04,-0.09,0.1,-0.03,0.24,-0.81,0.36,-0.12,0.35,-0.04,-0.1,-0.01,0.15,0.03,0.08,-0.02,0.05,-0.1,3.35
0.05,0.05,-0.42,0.01,-0.06,-0.07,0.04,-0.06,0.07,-0.12,0.0,-0.06,0.13,-0.04,0.15,-0.12,-0.01,-0.18,-0.1,0.02,-0.02,0.55,-0.03,0.15,0.24,-0.6,-0.09,-0.09,0.07,0.11,0.15,-0.14,-0.02,0.09,0.05,0.0,-0.04,0.11,0.13,0.11,0.13,0.2,-0.09,0.05,0.15,0.32,-0.04,0.13,-0.3,0.01,0.25,0.2,-0.23,0.0,0.01,-0.2,0.09,-0.1,-1.0,0.07,0.68,0.27,0.6,-0.1,-0.05,-0.82,0.08,0.13,-0.32,0.13,0.04,-0.1,0.15,-0.07,0.02,-0.21,0.15,0.98,-0.64,-0.14,0.18,0.86,0.16,0.02,0.05,-0.67,1.31,0.33,-0.0,-0.45,-0.04,-0.03,0.03,-0.18,0.07,-0.15,0.51,0.13,0.63,-0.3,0.0,0.54,0.25,0.4,-0.01,-0.17,0.31,-0.18,0.0,-0.05,-0.12,-0.1,0.19,0.6,0.1,0.03,-0.4,-0.15,0.0,-0.01,0.1,-0.01,0.19,-0.23,-0.05,0.14,0.07,0.05,1.1
-0.1,-0.1,0.1,-0.27,-0.17,0.04,0.1,0.05,-0.18,-0.03,-0.25,0.1,-0.08,-0.08,0.02,-0.08,0.07,0.12,0.05,0.48,-0.0,0.02,0.11,-0.05,-0.49,-0.02,0.12,-0.06,-0.27,0.08,0.27,0.11,0.27,0.3,-0.08,0.5,-0.17,-0.08,0.01,0.09,-0.18,0.25,-0.06,0.02,0.02,-0.33,-0.06,-0.1,-0.09,-0.05,-5.35,0.5,0.2,0.16,0.18,0.04,0.08,0.08,-0.01,0.06,0.02,0.26,0.14,0.23,-0.02,-0.35,0.08,-0.15,-0.98,-0.07,-0.32,0.17,0.26,-0.28,0.33,-0.46,1.19,-0.45,0.07,-0.22,0.3,1.49,0.06,0.07,0.0,0.21,-0.21,0.38,-0.08,0.06,0.4,-0.17,0.02,0.01,0.09,-0.03,-0.88,0.05,0.02,-0.3,0.41,-0.47,-0.24,-0.03,0.3,-0.15,0.58,-0.0,0.16,-0.03,0.08,0.1,-0.05,0.23,0.24,-0.08,0.0,-0.0,-0.3,0.14,0.0,-0.02,0.14,0.17,-0.1,0.11,0.03,0.01,-4.95
-0.25,-0.08,-0.18,-0.05,0.0,0.01,-0.02,-0.09,-0.31,0.0,0.09,0.23,0.27,-0.44,-0.24,0.0,0.02,0.02,-0.04,-0.75,0.06,-0.45,0.53,-0.01,-0.01,-0.14,0.13,0.04,0.08,-0.23,0.16,0.24,0.28,0.08,0.15,0.01,0.05,-0.1,0.04,-0.02,0.0,0.07,0.08,0.19,0.04,0.05,0.08,0.2,0.03,0.0,-0.46,-0.05,-0.42,0.17,0.13,0.3,0.19,-0.07,0.03,0.01,-0.15,-0.08,0.3,-0.13,0.12,0.21,-0.23,0.03,-0.1,0.22,0.32,0.13,0.1,0.3,-0.53,-0.83,0.97,-0.5,0.15,0.51,0.16,-1.0,0.86,-0.45,0.1,0.11,0.12,0.14,0.28,-0.07,0.03,0.0,-0.04,0.11,0.17,0.01,0.14,-0.03,-0.4,-0.53,-0.01,-0.6,0.49,0.08,0.18,0.23,-0.12,0.23,0.0,-0.01,0.05,0.35,0.15,-0.38,0.06,-0.05,0.07,0.08,-0.21,0.12,0.05,0.12,-0.02,-0.0,0.1,0.12,-0.04,0.04,-1.81
-0.1,-0.05,0.13,0.0,0.05,0.04,0.18,0.05,-0.14,0.02,0.2,-0.09,0.03,-0.03,-0.11,0.02,0.1,0.0,-0.01,-0.15,-0.1,0.68,-0.07,0.01,-0.03,0.1,-0.01,0.1,-0.15,-0.13,0.08,0.19,0.25,0.05,0.05,-0.16,0.0,-0.11,0.0,0.23,-0.08,0.02,0.07,-0.22,0.12,0.05,0.0,-0.02,0.02,-0.1,0.05,-0.45,0.25,-0.31,0.28,0.14,-0.16,-0.02,-0.15,0.12,0.18,-0.41,0.1,0.14,-0.05,-0.1,0.02,-0.11,-0.46,0.19,0.16,0.13,-0.4,-0.05,-0.22,-0.76,0.03,-0.0,0.19,0.61,-0.24,-2.4,-0.57,-0.06,0.23,0.0,0.83,-0.8,0.02,-0.02,-0.0,0.18,0.07,0.03,-0.2,0.07,-0.67,0.3,0.5,0.58,-0.12,0.28,-0.01,-0.21,0.3,-0.13,0.15,-0.15,0.04,0.06,-0.04,0.0,0.08,0.15,0.18,0.08,-0.14,0.27,0.16,0.17,0.0,0.13,0.01,-0.02,0.02,-0.07,-0.14,-0.15,-0.58
-0.07,-0.09,-0.3,0.08,-0.05,0.07,-0.01,-0.01,0.07,0.03,-0.01,0.02,-0.25,-0.08,-0.27,-0.15,0.23,0.07,-0.02,0.27,0.4,0.25,0.17,0.05,0.01,-0.11,0.19,0.41,-0.13,0.02,-0.11,1.21,0.02,-0.08,-0.34,0.0,0.05,-0.02,0.05,-0.03,0.11,-0.04,-0.05,-0.11,-0.11,0.4,-0.03,-0.01,0.0,-0.05,0.1,-0.25,-0.13,0.09,0.1,0.02,0.13,-0.02,-0.24,0.25,0.27,-0.18,0.07,0.07,0.0,-0.09,-0.15,0.09,-0.35,0.0,-0.02,0.0,-0.27,-0.12,0.28,-0.11,1.16,0.15,0.29,0.13,0.14,-0.98,0.11,-1.71,-0.08,-0.12,-3.13,-0.28,0.23,-0.1,0.14,-0.03,0.24,0.09,-0.01,0.1,-0.27,0.14,0.5,-0.08,0.06,0.03,0.2,-0.14,0.23,0.04,0.03,-0.23,-0.1,0.08,0.19,0.04,0.11,-0.6,0.12,-0.08,-0.43,0.03,0.25,0.27,0.06,0.12,0.02,-0.01,-0.32,-0.15,-0.05,0.15,-0.03
-0.01,0.12,-0.27,-0.03,0.09,-0.01,0.05,0.14,-0.11,-0.05,-0.13,0.13,-0.02,-0.02,0.14,-0.05,-0.2,-0.07,-0.02,-0.24,0.06,-0.9,0.21,0.01,0.05,-0.06,-0.11,0.0,0.3,0.02,0.01,-0.09,-0.07,0.07,0.12,-0.37,-0.01,0.05,-0.02,-0.22,0.21,0.03,-0.02,-0.13,-0.01,-0.35,0.05,0.0,0.01,-0.1,-0.19,-0.2,0.03,-0.08,-0.81,0.13,0.01,0.03,0.05,0.2,0.03,-0.43,-0.08,-0.16,0.0,-0.13,-0.1,0.09,-0.15,-0.02,-0.18,-0.05,-0.05,-0.08,-0.16,-0.71,1.25,0.58,-0.01,0.27,0.51,-0.12,0.17,-0.25,0.35,0.28,0.13,0.42,-0.15,0.1,-0.32,-0.05,-0.03,0.17,-0.05,0.21,0.57,0.11,-1.85,0.03,0.44,-0.56,0.07,0.24,-0.13,0.19,-0.27,0.35,0.07,0.32,-0.14,0.2,0.36,0.48,0.07,0.05,-0.05,0.16,0.04,0.4,0.05,0.23,-0.04,0.06,0.05,0.1,0.05,0.04,-0.17
-0.1,0.17,-0.21,0.0,0.06,-0.21,0.1,-0.02,-0.06,0.06,0.0,0.18,0.04,0.17,-0.19,-0.0,0.09,-0.17,-0.01,-0.7,-0.28,0.24,-0.04,-0.01,0.16,0.19,0.19,-0.1,0.08,0.08,0.17,1.18,0.23,0.15,-0.02,-0.2,0.06,-0.05,-0.18,0.19,-0.08,-0.03,0.05,0.06,0.05,-0.01,0.01,0.01,0.12,-0.05,-0.3,0.15,0.1,0.16,0.15,-0.17,-0.1,-0.02,0.0,0.02,0.02,-0.28,0.14,-0.04,0.02,0.08,0.17,0.17,0.06,-0.12,-0.1,0.1,0.07,-0.02,-0.35,-0.85,-1.15,1.33,0.16,-0.07,-0.22,-0.26,-0.13,-0.55,-0.08,0.31,-0.28,1.07,0.1,0.16,0.3,0.13,-0.33,0.24,-0.69,0.14,-1.44,0.05,-0.45,-0.68,-0.03,-0.42,0.28,-0.02,-0.32,-0.35,-0.36,0.1,0.07,-0.51,-0.24,0.11,0.51,0.29,0.08,-0.08,0.21,0.26,-0.29,0.04,0.04,-0.11,0.1,0.12,-0.15,0.25,-0.05,0.01,0.34
0.16,-0.1,-0.03,0.07,-0.0,-0.04,0.0,0.03,-0.0,-0.09,-0.07,-0.05,0.11,0.14,0.24,0.2,0.1,0.07,0.04,-0.05,-0.18,0.08,-0.35,0.25,-0.06,0.24,0.14,0.12,0.16,0.0,-0.0,-1.8,-0.01,-0.09,-0.21,-0.11,0.11,0.12,0.12,-0.14,-0.01,0.05,0.1,-0.01,0.01,0.11,-0.06,-0.02,0.17,0.0,0.03,0.27,-0.26,0.18,0.03,0.41,-0.09,0.02,0.09,-0.27,0.13,0.04,0.31,-0.03,0.17,0.15,-0.29,0.05,0.1,-0.45,0.13,0.09,0.02,-0.03,-0.29,-0.45,1.85,-0.25,-0.01,0.32,-0.04,0.06,-0.24,0.02,0.23,-0.07,-0.19,-0.28,0.44,0.14,0.28,0.12,0.03,0.01,0.33,-0.2,-0.03,0.5,-0.71,1.13,0.03,-0.95,0.06,0.18,0.32,-0.53,0.13,0.11,0.21,0.31,0.09,-0.1,-0.3,0.24,-0.4,0.0,0.04,-0.05,-0.18,-0.17,-0.01,-0.12,-0.1,-0.02,-0.1,-0.2,-0.03,0.0,0.17
0.15,0.05,0.11,0.03,-0.01,0.08,0.04,-0.08,0.0,0.03,0.07,0.06,0.05,0.15,0.27,0.09,0.11,0.11,0.09,0.02,0.13,0.27,0.15,0.01,0.23,0.03,0.24,0.36,-0.15,0.0,0.16,-0.1,0.09,-0.03,0.01,-0.1,0.09,0.13,-0.02,-0.03,-0.03,0.12,0.02,-0.04,-0.25,-0.07,0.0,0.19,-0.08,-0.12,0.01,-0.05,-0.58,0.18,-0.11,-0.14,0.01,0.07,0.03,-0.09,-0.35,-0.03,-0.28,-0.07,0.12,-0.23,0.13,-0.01,-0.1,0.1,-0.26,0.07,0.11,-0.1,-0.01,-0.19,-1.51,0.44,-0.06,0.01,-0.39,-1.55,-0.15,0.05,0.02,-0.79,0.16,-1.08,-0.44,0.02,0.07,0.11,0.13,-0.28,0.17,0.0,-0.03,0.15,-0.29,-1.26,0.14,-0.45,-0.05,0.61,0.04,0.29,-0.53,0.27,0.0,-0.1,0.24,0.2,-0.2,-0.06,-0.11,0.17,-0.18,-0.07,0.0,0.0,0.04,0.0,-0.05,0.25,0.0,0.23,-0.02,-0.0,-0.14
0.07,0.33,0.03,-0.2,0.16,0.1,0.03,-0.12,0.1,0.06,-0.1,0.11,0.15,-0.08,0.06,0.04,-0.07,-0.06,-0.06,-0.06,-0.1,-0.22,-0.16,-0.28,-0.01,-0.22,-0.44,-0.28,-0.07,0.01,-0.14,-0.3,0.05,-0.15,0.27,-0.07,0.06,0.08,0.05,-0.02,-0.12,-0.08,0.17,-0.11,0.0,0.13,0.07,-0.3,0.1,0.08,-0.02,-0.1,0.08,-0.16,-0.11,-0.13,0.08,0.03,0.02,-0.03,0.16,-0.32,-0.52,0.19,0.06,-0.14,0.21,0.03,-0.05,0.01,0.15,-0.03,0.07,-0.11,-0.16,0.0,0.99,0.01,-0.32,-0.31,0.05,-0.09,-0.39,-0.15,-0.06,-0.03,0.26,0.42,-0.02,0.07,0.19,0.33,0.62,0.0,0.45,0.03,-0.19,0.49,-0.22,-0.19,-0.02,0.25,0.35,-0.05,0.24,0.23,-0.01,0.25,0.15,0.2,-0.13,-0.05,0.13,-0.25,0.0,0.06,-0.02,0.05,-0.32,-0.23,0.07,-0.0,0.05,-0.05,-0.04,0.14,-0.06,0.1,-0.6
-0.08,-0.03,0.06,0.09,-0.15,0.14,0.04,0.05,0.13,0.04,-0.04,0.42,-0.03,0.42,0.1,-0.04,-0.16,0.05,-0.09,0.22,0.07,0.43,-0.07,0.07,0.02,-0.01,0.02,0.1,0.06,0.25,0.13,-0.1,0.07,0.07,0.03,0.05,0.0,0.07,0.1,0.01,-0.11,0.06,0.41,0.04,0.0,0.15,-0.15,0.0,0.01,0.07,-0.02,-0.04,0.21,-0.29,0.15,0.24,-0.0,-0.17,-0.11,-0.21,0.1,-0.07,0.15,0.02,0.18,0.02,-0.12,-0.03,0.15,0.32,-0.09,-0.06,0.04,-0.04,0.11,0.0,5.86,-1.03,0.3,0.52,-0.13,-0.29,-0.48,-0.17,-0.06,0.01,-0.22,-0.22,-0.15,-0.05,-0.03,0.51,0.29,0.27,0.1,-0.03,-0.06,-0.54,-0.22,-0.13,0.13,0.3,0.45,0.01,-0.2,-0.09,-0.34,0.09,0.01,0.06,-0.17,-0.33,0.9,0.0,0.09,0.1,0.07,0.08,-0.17,0.4,-0.07,-0.14,0.1,-0.22,0.04,0.53,0.0,0.1,0.2
-0.07,0.0,0.09,0.1,0.11,0.0,-0.06,-0.05,-0.09,-0.03,-0.07,0.06,-0.07,0.03,-0.04,0.05,0.06,0.05,0.11,-0.01,0.0,-1.73,-0.12,0.13,0.11,0.33,-0.3,0.1,0.04,-0.07,0.2,0.29,-0.05,-0.12,0.05,0.0,0.18,0.1,0.04,0.13,-0.06,0.31,0.2,-0.08,-0.04,0.12,0.16,-0.13,-0.05,-0.03,0.13,-0.13,-0.41,0.01,0.02,-0.62,0.07,0.19,0.04,-0.05,0.02,0.02,-0.05,0.07,-0.15,0.08,0.15,-0.01,0.13,0.28,-0.23,0.2,-0.06,0.05,-0.02,0.07,-0.05,-0.89,-0.19,-0.07,0.2,0.23,0.12,-0.38,-0.05,0.31,-0.2,0.33,0.43,-0.11,0.27,-0.09,-1.34,0.82,0.77,-0.01,-0.05,-0.08,-0.21,-0.22,0.37,-0.15,-0.32,0.18,0.1,-0.4,-0.07,-0.05,0.3,-0.21,0.11,-0.12,-0.34,-0.05,0.04,0.0,0.08,0.24,0.05,-0.17,0.13,-0.06,0.02,0.06,0.0,-0.61,0.11,-0.05,0.1
0.07,0.01,0.04,-0.04,-0.01,0.22,0.05,0.15,-0.29,0.03,-0.19,0.49,0.12,-0.24,-0.05,0.21,0.27,-0.05,-0.06,0.02,0.22,-0.65,0.1,0.05,0.23,0.27,-0.13,0.03,0.15,0.01,-0.14,0.33,-0.04,0.13,0.19,0.07,0.14,0.07,-0.08,-0.37,0.09,0.07,-0.2,0.15,0.05,-0.05,0.13,0.18,0.07,-0.0,-0.03,0.73,0.11,-0.05,0.13,0.03,-0.09,-0.01,-0.02,0.09,-0.23,0.13,0.15,0.03,-0.35,-0.13,0.24,-0.03,-0.11,0.12,0.05,-0.2,-0.08,0.01,-0.03,0.0,2.22,0.96,0.12,0.31,0.31,0.15,-0.65,0.12,0.35,-0.07,0.37,0.03,-0.04,0.19,0.33,-0.33,-0.06,0.03,-1.39,0.02,0.0,0.23,0.22,-0.51,-0.1,0.5,-0.96,-0.35,0.25,-0.25,0.17,0.13,-0.19,0.27,0.05,-0.12,0.11,0.0,0.03,-0.1,0.16,-0.17,-0.08,-0.07,0.09,0.05,0.05,0.25,0.0,0.08,0.05,0.02,-0.29
0.04,0.05,0.02,0.08,0.03,-0.03,0.08,0.05,0.08,-0.11,-0.02,-0.15,-0.02,0.14,-0.11,0.04,-0.15,-0.02,0.05,-0.0,0.07,-0.29,-0.2,0.14,-0.13,-0.07,-0.14,0.24,0.19,0.14,0.06,-0.28,0.01,0.13,0.17,0.08,0.11,-0.18,-0.09,-0.05,0.13,-0.13,-0.65,-0.09,0.04,-0.48,-0.0,-0.15,-0.05,0.08,0.06,0.14,0.04,-0.06,0.07,-0.18,-0.1,0.39,0.0,-0.42,-0.11,0.06,0.16,-0.24,-0.05,-0.03,0.03,-0.02,-0.02,-0.08,-0.17,0.08,0.27,0.19,0.0,0.08,-0.06,-0.14,-0.1,-0.09,0.07,-0.32,0.69,-0.12,0.33,-0.05,0.08,-0.03,-0.29,0.02,-0.62,-0.09,0.0,-0.5,-0.3,0.04,0.14,0.0,0.33,0.36,0.85,-0.02,0.45,0.28,0.0,0.1,-0.3,0.03,0.18,-0.1,-0.19,0.02,0.33,-0.05,0.06,0.05,-0.03,-0.25,0.13,-0.13,0.07,-0.04,0.03,0.11,0.12,0.08,-0.01,0.01,-0.19
0.14,-0.06,0.01,0.07,0.1,0.01,0.04,0.07,-0.03,-0.03,0.03,-0.43,-0.09,-0.13,-0.15,0.05,0.05,0.23,0.03,-0.01,-0.01,-0.16,-0.3,-0.1,-0.2,-0.6,0.37,0.18,-0.07,0.19,-0.03,0.08,0.04,-0.04,-0.02,0.15,0.08,0.09,0.23,0.08,0.02,0.12,0.2,0.11,0.07,0.0,0.04,-0.01,0.08,0.27,-0.05,0.3,-0.14,0.08,-0.25,0.0,0.15,-0.25,0.05,0.05,-0.08,-0.09,-0.01,0.07,-0.13,0.17,-0.01,0.05,-0.15,-0.08,0.12,0.08,0.11,0.13,0.06,0.16,-6.55,-0.16,0.01,-0.19,0.4,0.21,-0.43,-0.12,0.15,-0.23,0.01,-0.22,-0.07,0.13,0.18,-0.21,-0.01,-0.28,0.0,-0.23,0.26,-0.3,-0.13,0.38,0.6,-0.07,0.48,0.09,-0.05,-0.01,0.15,0.03,0.2,0.03,0.0,0.3,-0.36,0.18,0.14,0.02,0.03,0.02,-0.03,-0.22,0.03,0.12,-0.14,-0.35,0.12,-0.1,-0.01,0.03,-0.19
0.05,-0.04,0.01,-0.09,0.0,-0.19,0.01,0.04,-0.05,0.17,0.24,0.0,0.1,-0.27,-0.26,0.06,0.15,-0.0,0.02,-0.04,0.69,0.1,0.63,0.06,-0.25,0.06,-0.17,0.3,0.03,0.02,0.04,-0.07,0.06,-0.02,0.06,0.07,1.19,0.07,-0.05,0.11,0.08,0.11,0.1,0.01,-0.02,0.35,0.08,0.0,0.01,0.05,-0.09,0.23,0.02,0.2,0.15,-0.09,-0.06,0.08,0.15,0.16,-0.19,-0.09,0.14,0.08,0.0,0.23,-0.16,0.0,0.02,-0.01,0.03,0.19,-0.03,0.04,0.04,-0.06,0.03,0.72,0.72,1.32,0.1,0.21,0.29,-0.08,-0.39,0.03,0.06,0.67,0.36,0.07,0.35,-0.08,0.21,-0.29,0.1,0.4,-0.03,0.33,-0.1,-0.35,-0.12,-0.21,0.35,-0.99,0.05,-0.09,-0.1,-0.07,-0.0,0.05,-0.07,0.13,0.56,0.21,0.05,0.04,-0.01,-0.02,0.05,0.28,-0.08,-0.03,-0.06,-0.03,0.03,-0.14,-0.06,0.04,-0.11
0.04,0.09,0.02,0.64,-0.11,-0.11,0.04,0.02,0.06,-0.0,-0.05,-0.42,-0.05,-0.15,0.01,-0.02,-0.07,-0.1,0.1,-0.01,0.05,-0.08,0.04,0.05,0.18,-0.14,-0.3,0.17,0.14,-0.03,0.01,-0.7,0.09,0.18,-0.08,0.05,-1.03,-0.07,0.24,0.01,0.07,-0.05,0.01,-0.0,0.05,0.15,0.17,0.04,0.01,0.05,-0.06,0.25,0.03,0.13,0.07,-0.07,0.09,-0.16,-0.05,0.12,0.18,-0.39,0.03,0.16,0.07,0.11,0.23,0.13,0.06,-0.27,0.04,0.15,-0.04,0.2,0.1,-0.05,-4.48,0.48,0.7,0.4,-0.24,0.45,0.1,0.35,0.37,-0.02,0.25,0.02,0.28,-0.04,0.46,0.2,0.49,-0.18,-0.01,0.03,0.13,0.1,-0.16,-0.89,-0.43,0.35,0.18,-0.46,0.26,0.16,-0.38,0.14,-0.08,0.05,0.22,-0.16,-0.26,0.1,0.07,-0.01,0.05,0.24,-0.05,0.09,-0.03,0.05,-0.02,0.03,0.08,-0.31,-0.02,-0.12,0.07
